site_id,lat,lon,pft
537887,39.71183,-121.87592,woody perennial crop
314261,36.40569,-119.18898,woody perennial crop
249440,36.05664,-119.93617,woody perennial crop
214842,36.03889,-119.1546,woody perennial crop
154164,37.11257,-121.04829,woody perennial crop
516478,34.97778,-114.66439,woody perennial crop
172424,39.79656,-122.11685,woody perennial crop
20196,36.29189,-119.24621,woody perennial crop
491553,34.29431,-118.99369,woody perennial crop
459891,35.42109,-120.78738,woody perennial crop
177564,38.89606,-121.45056,woody perennial crop
204503,36.61293,-119.32611,woody perennial crop
126884,34.89118,-120.41238,woody perennial crop
548000,36.31013,-119.9251,woody perennial crop
234821,37.86612,-121.43384,woody perennial crop
21033,34.13867,-119.08844,woody perennial crop
180462,38.82163,-122.04802,woody perennial crop
396615,38.25242,-122.39334,woody perennial crop
73308,40.06473,-122.17702,woody perennial crop
371743,35.24408,-120.5978,woody perennial crop
162624,36.8558,-120.58336,woody perennial crop
215932,34.94543,-120.46187,woody perennial crop
199372,38.2832,-121.61995,woody perennial crop
67373,36.74099,-119.89172,woody perennial crop
23627,35.01576,-117.19965,woody perennial crop
23868,39.78807,-121.57621,woody perennial crop
56041,38.24085,-121.25639,woody perennial crop
384591,36.52247,-119.36923,woody perennial crop
231579,37.06728,-122.15,woody perennial crop
436185,33.58288,-116.11991,woody perennial crop
561037,33.32229,-117.10747,woody perennial crop
