site_id,lat,lon,pft,cluster,dist_to_centroid
178269,32.75773,-115.65181,annual crop,5071,0.4618403617207189
1849,38.40861,-121.85061,annual crop,4300,0.6132700585572927
95608,36.36251,-120.12591,annual crop,1089,0.9714846026370658
480420,35.05455,-118.91227,annual crop,1672,0.6110369484607453
489947,35.98789,-120.65241,annual crop,3839,0.8815484585224437
139474,33.44681,-114.65851,annual crop,2484,0
361423,41.32458,-122.72325,annual crop,5048,0.7352457042341107
442769,39.36771,-122.21998,annual crop,2259,0.33678564353684953
470401,36.9033,-121.67765,annual crop,1390,0.9435203892000162
540807,36.69627,-121.73799,annual crop,2178,0.5097838883280525
33282,41.35628,-120.53439,annual crop,3512,0.8506348182431193
264286,36.66174,-121.55895,annual crop,3591,0.3495078940946673
134777,34.98944,-120.46977,annual crop,1253,0.829334711771864
373918,37.68897,-121.23669,annual crop,2910,0
569596,39.40628,-121.55547,annual crop,3217,1.00817527096862
87480,33.08042,-115.61038,annual crop,4737,0.8280815181667754
526430,41.55874,-122.87954,annual crop,251,0.6562964329554515
341814,36.9123,-121.4482,annual crop,190,0.6289571703877025
170281,36.00008,-119.31739,annual crop,2282,0.6697411242205457
157777,36.54751,-121.46626,annual crop,884,0.46636304181164995
331060,33.80614,-117.0188,annual crop,280,1.1840512026858632
90060,37.32589,-120.74675,annual crop,2915,0.7316802751239431
416941,36.78078,-121.73883,annual crop,5151,0.8564956041215899
400554,38.57953,-119.50498,annual crop,939,1.101800443269881
226420,35.32681,-118.95653,annual crop,2991,0.8977959951364638
322383,40.39424,-122.20156,annual crop,868,0.5929721767410157
171182,37.00076,-121.50949,annual crop,4131,0.9449271587177926
281742,39.45552,-122.14083,annual crop,1930,0.2800618925316293
265322,34.58543,-120.06197,annual crop,5131,0
439004,37.71734,-120.96801,annual crop,2852,1.3676052669673087
129799,38.95133,-121.16017,annual crop,3149,0.5583401894526681
398114,41.62175,-122.38797,annual crop,3748,0.8500601973008264
455608,36.95897,-121.81287,annual crop,2362,1.0265744933058598
258079,36.87451,-121.72771,annual crop,2904,0.7388129401227302
137460,33.00104,-115.63687,annual crop,3349,1.044746435783819
414485,41.81277,-122.0172,annual crop,4834,1.3153004503369865
529318,38.71596,-122.1221,annual crop,2240,0.9824783401198459
47080,33.53831,-116.00763,annual crop,950,1.0661420344755521
147752,32.99189,-115.57632,annual crop,3721,0.9449529900227559
403400,41.88919,-124.15771,annual crop,2814,0.7460100357511467
331688,37.86767,-121.30472,annual crop,2225,0
222045,37.13677,-120.75018,annual crop,2300,0.8603814584938743
589065,39.7957,-122.1014,annual crop,3681,0.6383047396140651
168762,38.91756,-121.23676,annual crop,4354,1.0243022729464129
369654,36.43309,-121.36299,annual crop,4717,0.43854260254031213
46756,35.93962,-119.35137,annual crop,3840,0.8499891352322787
422090,38.02592,-121.68282,annual crop,2838,0.890620759235276
537220,32.76487,-115.48498,annual crop,1558,0.6682458581428872
561165,36.83512,-121.66283,annual crop,1889,0.8466449429554049
127832,39.29119,-122.22173,annual crop,3667,1.0603123667516468
32064,35.80069,-119.07018,annual crop,731,0
515969,36.18972,-119.41856,annual crop,2082,1.3389397022700056
576797,37.48498,-120.66587,annual crop,3543,1.0087827699798508
94356,36.46141,-119.38444,annual crop,3338,0.8005356746353933
381111,39.45164,-122.11567,annual crop,3229,0.3765485689669988
282846,37.47988,-122.40384,annual crop,3384,0.9860201672248904
493308,32.88065,-116.8556,annual crop,500,0.5368589062999994
6753,36.74256,-119.54425,annual crop,4127,0.9211595901323517
362076,39.73531,-122.15793,annual crop,4734,0.8371124866572595
215155,35.5317,-120.48307,annual crop,4289,0.8034200065064282
367459,36.09612,-119.35304,annual crop,327,1.5469621216022984
